locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEKMDCAF_01126	CDS	501				hypothetical protein
EEKMDCAF_01127	CDS	402				hypothetical protein
EEKMDCAF_01128	CDS	360				hypothetical protein
EEKMDCAF_01129	CDS	279				hypothetical protein
EEKMDCAF_01130	CDS	240				hypothetical protein
EEKMDCAF_01131	CDS	840	rhaS_1			HTH-type transcriptional activator RhaS
EEKMDCAF_01132	CDS	579	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
EEKMDCAF_01133	tRNA	74				tRNA-Gly(ccc)
EEKMDCAF_01134	CDS	993	ephA_1	3.3.2.10		Epoxide hydrolase A
EEKMDCAF_01135	CDS	582	sutR		COG1396	HTH-type transcriptional regulator SutR
EEKMDCAF_01136	CDS	513		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
EEKMDCAF_01137	CDS	465	ysnE_1	2.3.1.-		putative N-acetyltransferase YsnE
EEKMDCAF_01138	CDS	1044	ccpA		COG1609	Catabolite control protein A
EEKMDCAF_01139	CDS	1455	xylB_1	2.7.1.17	COG1070	Xylulose kinase
EEKMDCAF_01140	CDS	1323	xylA	5.3.1.5	COG2115	Xylose isomerase
EEKMDCAF_01141	CDS	759	frcA_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
EEKMDCAF_01142	CDS	1083	rbsC_1		COG1172	Ribose import permease protein RbsC
EEKMDCAF_01143	CDS	933	rbsB_1		COG1879	Ribose import binding protein RbsB
EEKMDCAF_01144	CDS	978	pld1	1.1.1.107		Pyridoxal 4-dehydrogenase
EEKMDCAF_01145	CDS	849				hypothetical protein
EEKMDCAF_01146	CDS	366				hypothetical protein
EEKMDCAF_01147	CDS	351	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EEKMDCAF_01148	CDS	906				hypothetical protein
EEKMDCAF_01149	CDS	1659		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
EEKMDCAF_01150	CDS	522				hypothetical protein
EEKMDCAF_01151	CDS	195				hypothetical protein
EEKMDCAF_01152	CDS	591	ypmQ		COG1999	SCO1 protein 
EEKMDCAF_01153	CDS	936	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EEKMDCAF_01154	CDS	1644	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
EEKMDCAF_01155	CDS	486				hypothetical protein
EEKMDCAF_01156	CDS	831	rhaS_2			HTH-type transcriptional activator RhaS
EEKMDCAF_01157	CDS	357				hypothetical protein
EEKMDCAF_01158	CDS	753	cah	4.2.1.1	COG3338	Carbonic anhydrase
EEKMDCAF_01159	CDS	654				hypothetical protein
EEKMDCAF_01160	CDS	348				hypothetical protein
EEKMDCAF_01161	CDS	1098	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
EEKMDCAF_01162	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
EEKMDCAF_01163	CDS	735	rbn_1	3.1.26.11		Ribonuclease BN
EEKMDCAF_01164	CDS	303				hypothetical protein
EEKMDCAF_01165	CDS	1878	lig_1	6.5.1.1		DNA ligase
EEKMDCAF_01166	CDS	1038				hypothetical protein
EEKMDCAF_01167	CDS	927	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EEKMDCAF_01168	CDS	1230				hypothetical protein
EEKMDCAF_01169	CDS	2802	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
EEKMDCAF_01170	CDS	711				hypothetical protein
EEKMDCAF_01171	CDS	864	gltR_1		COG0583	HTH-type transcriptional regulator GltR
EEKMDCAF_01172	CDS	942				hypothetical protein
EEKMDCAF_01173	CDS	774				hypothetical protein
EEKMDCAF_01174	CDS	189				hypothetical protein
EEKMDCAF_01175	CDS	771				hypothetical protein
EEKMDCAF_01176	CDS	918				hypothetical protein
EEKMDCAF_01177	CDS	3360				hypothetical protein
EEKMDCAF_01178	CDS	591				hypothetical protein
EEKMDCAF_01179	CDS	384				hypothetical protein
EEKMDCAF_01180	CDS	1791	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
EEKMDCAF_01181	CDS	1209	fadA_1	2.3.1.-	COG0183	Putative acyltransferase
EEKMDCAF_01182	CDS	2214	fadJ_1		COG1024	Fatty acid oxidation complex subunit alpha
EEKMDCAF_01183	CDS	219				hypothetical protein
EEKMDCAF_01184	CDS	309				hypothetical protein
EEKMDCAF_01185	CDS	615	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
EEKMDCAF_01186	CDS	498				hypothetical protein
EEKMDCAF_01187	CDS	1371	egtA	6.3.2.2	COG3572	Glutamate--cysteine ligase EgtA
EEKMDCAF_01188	CDS	573				hypothetical protein
EEKMDCAF_01189	CDS	567				hypothetical protein
EEKMDCAF_01190	CDS	780	lepB_1	3.4.21.89	COG0681	Signal peptidase I
EEKMDCAF_01191	CDS	1428	tldD	3.4.-.-	COG0312	Metalloprotease TldD
EEKMDCAF_01192	CDS	534				hypothetical protein
EEKMDCAF_01193	CDS	840	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
EEKMDCAF_01194	CDS	1626	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
EEKMDCAF_01195	CDS	945	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
EEKMDCAF_01196	CDS	174				hypothetical protein
EEKMDCAF_01197	CDS	645	ctaG			Cytochrome c oxidase assembly protein CtaG
EEKMDCAF_01198	CDS	897	ctaE_1	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
EEKMDCAF_01199	CDS	402				hypothetical protein
EEKMDCAF_01200	CDS	753				hypothetical protein
EEKMDCAF_01201	CDS	366				hypothetical protein
EEKMDCAF_01202	CDS	1341				hypothetical protein
EEKMDCAF_01203	CDS	645	exaE_1			Transcriptional activator protein ExaE
EEKMDCAF_01204	CDS	1419	thrC_1	4.2.3.1	COG0498	Threonine synthase
EEKMDCAF_01205	CDS	1290		3.4.24.-	COG0612	putative zinc protease
EEKMDCAF_01206	CDS	588	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
EEKMDCAF_01207	CDS	654				hypothetical protein
EEKMDCAF_01208	CDS	486	atpF		COG0711	ATP synthase subunit b
EEKMDCAF_01209	CDS	564	atpG_2			ATP synthase subunit b'
EEKMDCAF_01210	CDS	231	atpE			ATP synthase subunit c
EEKMDCAF_01211	CDS	750	atpB		COG0356	ATP synthase subunit a
EEKMDCAF_01212	CDS	198				hypothetical protein
EEKMDCAF_01213	CDS	522				hypothetical protein
EEKMDCAF_01214	CDS	474				hypothetical protein
EEKMDCAF_01215	CDS	1665	nanT_2			Sialic acid transporter NanT
EEKMDCAF_01216	CDS	672	degU_3		COG2197	Transcriptional regulatory protein DegU
EEKMDCAF_01217	CDS	2841				hypothetical protein
EEKMDCAF_01218	CDS	420	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
EEKMDCAF_01219	CDS	1029	dhmA_1	3.8.1.5		Haloalkane dehalogenase
EEKMDCAF_01220	CDS	555				hypothetical protein
EEKMDCAF_01221	CDS	3510	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
EEKMDCAF_01222	CDS	1230	hemA	2.3.1.37	COG0156	5-aminolevulinate synthase
EEKMDCAF_01223	CDS	432	aroQ_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase
EEKMDCAF_01224	CDS	1062				hypothetical protein
EEKMDCAF_01225	CDS	2154				hypothetical protein
EEKMDCAF_01226	CDS	726				hypothetical protein
EEKMDCAF_01227	CDS	321				hypothetical protein
EEKMDCAF_01228	CDS	288				hypothetical protein
EEKMDCAF_01229	CDS	513				hypothetical protein
EEKMDCAF_01230	CDS	210				hypothetical protein
EEKMDCAF_01231	CDS	174				hypothetical protein
EEKMDCAF_01232	CDS	1623	gsiA_3	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
EEKMDCAF_01233	CDS	840	dppC_1		COG1173	Dipeptide transport system permease protein DppC
EEKMDCAF_01234	CDS	972	dppB_2		COG0601	Dipeptide transport system permease protein DppB
EEKMDCAF_01235	CDS	1551	ddpA_2		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
EEKMDCAF_01236	CDS	660				hypothetical protein
EEKMDCAF_01237	CDS	663				hypothetical protein
EEKMDCAF_01238	CDS	570				hypothetical protein
EEKMDCAF_01239	CDS	324				hypothetical protein
EEKMDCAF_01240	CDS	480				hypothetical protein
EEKMDCAF_01241	CDS	1551				hypothetical protein
EEKMDCAF_01242	CDS	789	mddA1	2.1.1.334		Methanethiol S-methyltransferase 1
EEKMDCAF_01243	CDS	423				hypothetical protein
EEKMDCAF_01244	CDS	732	yurK		COG2188	putative HTH-type transcriptional regulator YurK
EEKMDCAF_01245	CDS	414	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
EEKMDCAF_01246	CDS	612	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
EEKMDCAF_01247	CDS	1104	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
EEKMDCAF_01248	CDS	897	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
EEKMDCAF_01249	CDS	798	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
EEKMDCAF_01250	CDS	699	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
EEKMDCAF_01251	CDS	1158	phnM_1	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
EEKMDCAF_01252	CDS	597	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
EEKMDCAF_01253	CDS	612				hypothetical protein
EEKMDCAF_01254	CDS	732	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EEKMDCAF_01255	CDS	246				hypothetical protein
EEKMDCAF_01256	CDS	954	ssuA_1			Putative aliphatic sulfonates-binding protein
EEKMDCAF_01257	CDS	783	bpoC	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
EEKMDCAF_01258	CDS	1296		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
EEKMDCAF_01259	CDS	810	iclR_1		COG1414	Transcriptional repressor IclR
EEKMDCAF_01260	CDS	966				hypothetical protein
EEKMDCAF_01261	CDS	618				hypothetical protein
EEKMDCAF_01262	CDS	861				hypothetical protein
EEKMDCAF_01263	CDS	804	hpcG_1	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
EEKMDCAF_01264	CDS	384				hypothetical protein
EEKMDCAF_01265	CDS	876		3.1.1.92		4-sulfomuconolactone hydrolase
EEKMDCAF_01266	CDS	729	rpaR_2		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
EEKMDCAF_01267	CDS	1008				hypothetical protein
EEKMDCAF_01268	CDS	177				hypothetical protein
EEKMDCAF_01269	CDS	504				hypothetical protein
EEKMDCAF_01270	CDS	645				hypothetical protein
EEKMDCAF_01271	CDS	477				hypothetical protein
EEKMDCAF_01272	tRNA	75				tRNA-Thr(ggt)
EEKMDCAF_01273	CDS	201				hypothetical protein
EEKMDCAF_01274	CDS	1665		1.18.1.2		Ferredoxin--NADP reductase
EEKMDCAF_01275	CDS	309				hypothetical protein
EEKMDCAF_01276	CDS	510				hypothetical protein
EEKMDCAF_01277	CDS	825	cpo_1	1.11.1.10		Non-heme chloroperoxidase
EEKMDCAF_01278	CDS	642				hypothetical protein
EEKMDCAF_01279	CDS	939				hypothetical protein
EEKMDCAF_01280	CDS	660				hypothetical protein
EEKMDCAF_01281	CDS	453				hypothetical protein
EEKMDCAF_01282	CDS	1296	hisD	1.1.1.23		Histidinol dehydrogenase
EEKMDCAF_01283	CDS	498				hypothetical protein
EEKMDCAF_01284	CDS	468	arsC_1	1.20.4.4	COG0394	Arsenate reductase
EEKMDCAF_01285	CDS	630	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EEKMDCAF_01286	CDS	165	yacG			DNA gyrase inhibitor YacG
EEKMDCAF_01287	tRNA	76				tRNA-Phe(gaa)
EEKMDCAF_01288	CDS	630				hypothetical protein
EEKMDCAF_01289	CDS	111				hypothetical protein
EEKMDCAF_01290	CDS	624				hypothetical protein
EEKMDCAF_01291	CDS	636				hypothetical protein
EEKMDCAF_01292	CDS	264				hypothetical protein
EEKMDCAF_01293	CDS	447				hypothetical protein
EEKMDCAF_01294	CDS	1683				hypothetical protein
EEKMDCAF_01295	CDS	630				hypothetical protein
EEKMDCAF_01296	CDS	873				hypothetical protein
EEKMDCAF_01297	CDS	621				hypothetical protein
EEKMDCAF_01298	CDS	921	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
EEKMDCAF_01299	CDS	849	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
EEKMDCAF_01300	CDS	648	mdcG_2	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
EEKMDCAF_01301	CDS	741				hypothetical protein
EEKMDCAF_01302	CDS	915	madC_2	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
EEKMDCAF_01303	CDS	318	mdcC_2			Malonate decarboxylase acyl carrier protein
EEKMDCAF_01304	CDS	1647	madA_2	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
EEKMDCAF_01305	CDS	435				hypothetical protein
EEKMDCAF_01306	CDS	765				hypothetical protein
EEKMDCAF_01307	CDS	720				hypothetical protein
EEKMDCAF_01308	CDS	1320	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
EEKMDCAF_01309	CDS	180				hypothetical protein
EEKMDCAF_01310	CDS	669				hypothetical protein
EEKMDCAF_01311	CDS	711				hypothetical protein
EEKMDCAF_01312	CDS	1272	mao	1.5.3.21		4-methylaminobutanoate oxidase (methylamine-forming)
EEKMDCAF_01313	CDS	321				hypothetical protein
EEKMDCAF_01314	CDS	570	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
EEKMDCAF_01315	CDS	348				hypothetical protein
EEKMDCAF_01316	CDS	1830		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
EEKMDCAF_01317	CDS	1560	ohyA	4.2.1.53		Oleate hydratase
EEKMDCAF_01318	CDS	1857	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
EEKMDCAF_01319	CDS	786				hypothetical protein
EEKMDCAF_01320	CDS	744				hypothetical protein
EEKMDCAF_01321	CDS	819	gctA	2.8.3.12	COG1788	Glutaconate CoA-transferase subunit A
EEKMDCAF_01322	CDS	1314				hypothetical protein
EEKMDCAF_01323	CDS	1011	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
EEKMDCAF_01324	CDS	426				hypothetical protein
EEKMDCAF_01325	CDS	630	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
EEKMDCAF_01326	CDS	1215				hypothetical protein
EEKMDCAF_01327	CDS	303				hypothetical protein
EEKMDCAF_01328	CDS	480				hypothetical protein
EEKMDCAF_01329	CDS	948				hypothetical protein
EEKMDCAF_01330	CDS	2109				hypothetical protein
EEKMDCAF_01331	CDS	378				hypothetical protein
EEKMDCAF_01332	CDS	807	linX_1	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
EEKMDCAF_01333	CDS	699				hypothetical protein
EEKMDCAF_01334	CDS	1545	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
EEKMDCAF_01335	CDS	765				hypothetical protein
EEKMDCAF_01336	CDS	1377	ycf3_2			Photosystem I assembly protein Ycf3
EEKMDCAF_01337	CDS	1911	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EEKMDCAF_01338	CDS	270				hypothetical protein
EEKMDCAF_01339	CDS	711				hypothetical protein
EEKMDCAF_01340	CDS	186				hypothetical protein
EEKMDCAF_01341	CDS	693				hypothetical protein
EEKMDCAF_01342	CDS	969	ispH_1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EEKMDCAF_01343	CDS	984	thrB	2.7.1.39	COG2334	Homoserine kinase
EEKMDCAF_01344	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
EEKMDCAF_01345	CDS	486	garA	1.11.1.17		Glutathione amide-dependent peroxidase
EEKMDCAF_01346	CDS	555				hypothetical protein
EEKMDCAF_01347	CDS	1686	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EEKMDCAF_01348	CDS	1464				hypothetical protein
EEKMDCAF_01349	CDS	1809	ndvA	7.5.2.3		Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
EEKMDCAF_01350	CDS	1050				hypothetical protein
EEKMDCAF_01351	CDS	378				hypothetical protein
EEKMDCAF_01352	CDS	405	hisE_2	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
EEKMDCAF_01353	CDS	603				hypothetical protein
EEKMDCAF_01354	CDS	531				hypothetical protein
EEKMDCAF_01355	CDS	1401	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
EEKMDCAF_01356	CDS	969				hypothetical protein
EEKMDCAF_01357	CDS	774				hypothetical protein
EEKMDCAF_01358	CDS	99				hypothetical protein
EEKMDCAF_01359	CDS	1563	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
EEKMDCAF_01360	CDS	966				hypothetical protein
EEKMDCAF_01361	CDS	249				hypothetical protein
EEKMDCAF_01362	CDS	720				hypothetical protein
EEKMDCAF_01363	CDS	690				hypothetical protein
EEKMDCAF_01364	CDS	168		1.1.-.-	COG2303	putative GMC-type oxidoreductase
EEKMDCAF_01365	CDS	225				hypothetical protein
EEKMDCAF_01366	CDS	291				hypothetical protein
EEKMDCAF_01367	CDS	1926				hypothetical protein
EEKMDCAF_01368	CDS	672	exaE_2			Transcriptional activator protein ExaE
EEKMDCAF_01369	CDS	2727				hypothetical protein
EEKMDCAF_01370	CDS	234				hypothetical protein
EEKMDCAF_01371	CDS	303				hypothetical protein
EEKMDCAF_01372	tRNA	85				tRNA-Leu(caa)
EEKMDCAF_01373	CDS	543	dsbB			Disulfide bond formation protein B
EEKMDCAF_01374	CDS	1086				hypothetical protein
EEKMDCAF_01375	CDS	288				hypothetical protein
EEKMDCAF_01376	CDS	498				hypothetical protein
EEKMDCAF_01377	CDS	549				hypothetical protein
EEKMDCAF_01378	CDS	429				hypothetical protein
EEKMDCAF_01379	CDS	477				hypothetical protein
EEKMDCAF_01380	CDS	384	cidA			Holin-like protein CidA
EEKMDCAF_01381	CDS	723	yohK		COG1346	Inner membrane protein YohK
EEKMDCAF_01382	CDS	660				hypothetical protein
EEKMDCAF_01383	CDS	207				hypothetical protein
EEKMDCAF_01384	CDS	1068				hypothetical protein
EEKMDCAF_01385	CDS	972	degS	3.4.21.107	COG0265	Serine endoprotease DegS
EEKMDCAF_01386	CDS	1473	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
EEKMDCAF_01387	CDS	1791				hypothetical protein
EEKMDCAF_01388	CDS	960	dppB_3		COG0601	Dipeptide transport system permease protein DppB
EEKMDCAF_01389	CDS	918	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
EEKMDCAF_01390	CDS	996	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
EEKMDCAF_01391	CDS	969	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
EEKMDCAF_01392	CDS	624				hypothetical protein
EEKMDCAF_01393	CDS	1020				hypothetical protein
EEKMDCAF_01394	CDS	1011				hypothetical protein
EEKMDCAF_01395	CDS	471				hypothetical protein
EEKMDCAF_01396	CDS	1905				hypothetical protein
EEKMDCAF_01397	CDS	222			COG3360	Dodecin
EEKMDCAF_01398	CDS	1002	exsH	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExsH
EEKMDCAF_01399	CDS	1464	bglA_1	3.2.1.21	COG2723	Beta-glucosidase A
EEKMDCAF_01400	CDS	603				hypothetical protein
EEKMDCAF_01401	CDS	558				hypothetical protein
EEKMDCAF_01402	CDS	975				hypothetical protein
EEKMDCAF_01403	CDS	1806		1.18.1.2		Ferredoxin--NADP reductase
EEKMDCAF_01404	tRNA	97				tRNA-Ile(aat)
EEKMDCAF_01405	CDS	741				hypothetical protein
EEKMDCAF_01406	CDS	906	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
EEKMDCAF_01407	CDS	1263	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
EEKMDCAF_01408	CDS	894				hypothetical protein
EEKMDCAF_01409	CDS	195				hypothetical protein
EEKMDCAF_01410	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
EEKMDCAF_01411	CDS	750	etfB			Electron transfer flavoprotein subunit beta
EEKMDCAF_01412	CDS	945	etfA		COG2025	Electron transfer flavoprotein subunit alpha
EEKMDCAF_01413	CDS	909	hbd_1	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
EEKMDCAF_01414	CDS	195				hypothetical protein
EEKMDCAF_01415	CDS	666	tlpA_2		COG0526	Thiol:disulfide interchange protein TlpA
EEKMDCAF_01416	CDS	1398	argH	4.3.2.1	COG0165	Argininosuccinate lyase
EEKMDCAF_01417	CDS	291				hypothetical protein
EEKMDCAF_01418	CDS	1266	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
EEKMDCAF_01419	CDS	909	mmsB_1	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
EEKMDCAF_01420	CDS	384				hypothetical protein
EEKMDCAF_01421	CDS	1947				hypothetical protein
EEKMDCAF_01422	CDS	1140				hypothetical protein
EEKMDCAF_01423	CDS	375	cpdR_1			Response regulator receiver protein CpdR
EEKMDCAF_01424	CDS	879				hypothetical protein
EEKMDCAF_01425	CDS	660	ftsE		COG2884	Cell division ATP-binding protein FtsE
EEKMDCAF_01426	CDS	969				hypothetical protein
EEKMDCAF_01427	CDS	705				hypothetical protein
EEKMDCAF_01428	CDS	774				hypothetical protein
EEKMDCAF_01429	CDS	612	chaC_1	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
EEKMDCAF_01430	CDS	1185				hypothetical protein
EEKMDCAF_01431	CDS	936	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
EEKMDCAF_01432	CDS	1098	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
EEKMDCAF_01433	CDS	891				hypothetical protein
EEKMDCAF_01434	CDS	1203	metXA_1	2.3.1.31	COG2021	Homoserine O-acetyltransferase
EEKMDCAF_01435	CDS	663				hypothetical protein
EEKMDCAF_01436	CDS	864	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
EEKMDCAF_01437	CDS	171				hypothetical protein
EEKMDCAF_01438	CDS	786				hypothetical protein
EEKMDCAF_01439	CDS	789				hypothetical protein
EEKMDCAF_01440	CDS	2640	clpB			Chaperone protein ClpB
EEKMDCAF_01441	CDS	267				hypothetical protein
EEKMDCAF_01442	CDS	1632	vgb_1	4.2.99.-		Virginiamycin B lyase
EEKMDCAF_01443	CDS	2055				hypothetical protein
EEKMDCAF_01444	rRNA	1486				16S ribosomal RNA
EEKMDCAF_01445	tRNA	77				tRNA-Ile(gat)
EEKMDCAF_01446	tRNA	76				tRNA-Ala(tgc)
EEKMDCAF_01447	rRNA	2865				23S ribosomal RNA
EEKMDCAF_01448	rRNA	111				5S ribosomal RNA
EEKMDCAF_01449	CDS	591				hypothetical protein
EEKMDCAF_01450	CDS	774	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EEKMDCAF_01451	CDS	1503	glpK	2.7.1.30		Glycerol kinase
EEKMDCAF_01452	CDS	594				hypothetical protein
EEKMDCAF_01453	CDS	426				hypothetical protein
EEKMDCAF_01454	CDS	948	psdht	4.2.1.-		Phenylserine dehydratase
EEKMDCAF_01455	CDS	303				hypothetical protein
EEKMDCAF_01456	CDS	630	yibF_1		COG0625	putative GST-like protein YibF
EEKMDCAF_01457	CDS	1008				hypothetical protein
EEKMDCAF_01458	CDS	789				hypothetical protein
EEKMDCAF_01459	CDS	132				hypothetical protein
EEKMDCAF_01460	CDS	3858	metH	2.1.1.13	COG0646	Methionine synthase
EEKMDCAF_01461	CDS	912	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
EEKMDCAF_01462	CDS	1014				hypothetical protein
EEKMDCAF_01463	CDS	861	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
EEKMDCAF_01464	CDS	741	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
EEKMDCAF_01465	CDS	555	cycM		COG3474	Cytochrome c-552
EEKMDCAF_01466	CDS	1917				hypothetical protein
EEKMDCAF_01467	CDS	1887				hypothetical protein
EEKMDCAF_01468	CDS	1110	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
EEKMDCAF_01469	CDS	1179	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
EEKMDCAF_01470	CDS	1638	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
EEKMDCAF_01471	CDS	231				hypothetical protein
EEKMDCAF_01472	CDS	282				hypothetical protein
EEKMDCAF_01473	CDS	252				hypothetical protein
EEKMDCAF_01474	CDS	855				hypothetical protein
EEKMDCAF_01475	CDS	1374	pepA_1	3.4.11.10		cytosol aminopeptidase
EEKMDCAF_01476	CDS	204				hypothetical protein
EEKMDCAF_01477	CDS	816	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
EEKMDCAF_01478	CDS	975				hypothetical protein
EEKMDCAF_01479	CDS	978				hypothetical protein
EEKMDCAF_01480	CDS	1464				hypothetical protein
EEKMDCAF_01481	CDS	1269				hypothetical protein
EEKMDCAF_01482	CDS	735				hypothetical protein
EEKMDCAF_01483	CDS	1476	sctC_2			Type 3 secretion system secretin
EEKMDCAF_01484	CDS	801				hypothetical protein
EEKMDCAF_01485	CDS	525				hypothetical protein
EEKMDCAF_01486	CDS	147				hypothetical protein
EEKMDCAF_01487	CDS	165				hypothetical protein
EEKMDCAF_01488	CDS	828				hypothetical protein
EEKMDCAF_01489	CDS	498				hypothetical protein
EEKMDCAF_01490	CDS	213	cspA_2		COG1278	Cold shock protein CspA
